country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
BR,Brazil,State of Mato Grosso do Sul,,2020-04-14,-38,-12,-33,-44,-20,11
BR,Brazil,State of Mato Grosso do Sul,,2020-04-15,-38,-8,-30,-43,-17,12
BR,Brazil,State of Mato Grosso do Sul,,2020-04-16,-37,-7,-33,-42,-18,13
BR,Brazil,State of Mato Grosso do Sul,,2020-04-17,-35,-5,-28,-39,-16,13
BR,Brazil,State of Mato Grosso do Sul,,2020-04-18,-41,-7,-35,-39,-12,10
BR,Brazil,State of Mato Grosso do Sul,,2020-04-19,-52,-15,-39,-51,-13,9
BR,Brazil,State of Mato Grosso do Sul,,2020-04-20,-30,-3,-22,-41,-24,10
BR,Brazil,State of Mato Grosso do Sul,,2020-04-21,-61,-30,-36,-64,-59,18
BR,Brazil,State of Mato Grosso do Sul,,2020-04-22,-35,-9,-26,-39,-12,10
BR,Brazil,State of Mato Grosso do Sul,,2020-04-23,-35,-9,-31,-38,-13,11
BR,Brazil,State of Mato Grosso do Sul,,2020-04-24,-35,-8,-27,-37,-11,10
BR,Brazil,State of Mato Grosso do Sul,,2020-04-25,-38,-6,-32,-36,-9,9
BR,Brazil,State of Mato Grosso do Sul,,2020-04-26,-48,-14,-37,-47,-9,9
BR,Brazil,State of Mato Grosso do Sul,,2020-04-27,-33,-11,-28,-37,-10,11
BR,Brazil,State of Mato Grosso do Sul,,2020-04-28,-31,-9,-25,-37,-12,6
BR,Brazil,State of Mato Grosso do Sul,,2020-04-29,-31,-6,-20,-36,-9,10
BR,Brazil,State of Mato Grosso do Sul,,2020-04-30,-22,11,-17,-30,-10,7
BR,Brazil,State of Mato Grosso do Sul,,2020-05-01,-59,-19,-33,-60,-59,17
BR,Brazil,State of Mato Grosso do Sul,,2020-05-02,-33,2,-21,-37,-13,9
BR,Brazil,State of Mato Grosso do Sul,,2020-05-03,-44,-9,-31,-46,-6,7
BR,Brazil,State of Mato Grosso do Sul,,2020-05-04,-24,0,-17,-34,-9,9
BR,Brazil,State of Mato Grosso do Sul,,2020-05-05,-21,4,-13,-32,-10,8
BR,Brazil,State of Mato Grosso do Sul,,2020-05-06,-28,5,-26,-39,-10,12
BR,Brazil,State of Mato Grosso do Sul,,2020-05-07,-18,15,-22,-30,-9,10
BR,Brazil,State of Minas Gerais,,2020-02-15,7,5,11,10,8,0
BR,Brazil,State of Minas Gerais,,2020-02-16,3,5,2,3,1,2
BR,Brazil,State of Minas Gerais,,2020-02-17,0,0,1,8,19,-1
BR,Brazil,State of Minas Gerais,,2020-02-18,1,0,2,9,17,-1
BR,Brazil,State of Minas Gerais,,2020-02-19,3,0,5,10,16,-1
BR,Brazil,State of Minas Gerais,,2020-02-20,11,10,12,16,19,-2
BR,Brazil,State of Minas Gerais,,2020-02-21,8,14,19,23,17,-2
BR,Brazil,State of Minas Gerais,,2020-02-22,2,10,70,25,-4,-1
BR,Brazil,State of Minas Gerais,,2020-02-23,13,14,91,19,-2,0
BR,Brazil,State of Minas Gerais,,2020-02-24,-21,-10,71,-21,-52,9
BR,Brazil,State of Minas Gerais,,2020-02-25,-28,-29,61,-21,-62,8
BR,Brazil,State of Minas Gerais,,2020-02-26,-18,-11,-14,-11,-22,6
BR,Brazil,State of Minas Gerais,,2020-02-27,-4,2,-9,5,13,1
BR,Brazil,State of Minas Gerais,,2020-02-28,-6,3,-16,2,14,2
BR,Brazil,State of Minas Gerais,,2020-02-29,-5,4,-16,-4,5,4
BR,Brazil,State of Minas Gerais,,2020-03-01,-11,5,-26,-6,-1,5
BR,Brazil,State of Minas Gerais,,2020-03-02,-7,1,-12,3,16,1
BR,Brazil,State of Minas Gerais,,2020-03-03,-4,1,-11,4,16,0
BR,Brazil,State of Minas Gerais,,2020-03-04,0,3,-5,6,16,0
BR,Brazil,State of Minas Gerais,,2020-03-05,4,6,-1,9,19,0
BR,Brazil,State of Minas Gerais,,2020-03-06,8,13,-1,14,21,-2
BR,Brazil,State of Minas Gerais,,2020-03-07,9,14,-2,8,8,1
BR,Brazil,State of Minas Gerais,,2020-03-08,11,15,0,4,5,2
BR,Brazil,State of Minas Gerais,,2020-03-09,3,6,3,11,22,-1
BR,Brazil,State of Minas Gerais,,2020-03-10,3,6,1,11,18,-2
BR,Brazil,State of Minas Gerais,,2020-03-11,4,5,1,11,17,-1
BR,Brazil,State of Minas Gerais,,2020-03-12,5,7,2,11,19,-1
BR,Brazil,State of Minas Gerais,,2020-03-13,7,11,3,16,21,-2
BR,Brazil,State of Minas Gerais,,2020-03-14,3,9,5,6,8,1
BR,Brazil,State of Minas Gerais,,2020-03-15,0,12,4,2,4,1
BR,Brazil,State of Minas Gerais,,2020-03-16,-4,9,-5,4,18,0
BR,Brazil,State of Minas Gerais,,2020-03-17,-13,10,-15,-4,9,2
BR,Brazil,State of Minas Gerais,,2020-03-18,-19,10,-19,-13,-3,6
BR,Brazil,State of Minas Gerais,,2020-03-19,-25,12,-25,-20,-9,9
BR,Brazil,State of Minas Gerais,,2020-03-20,-37,7,-34,-29,-16,11
BR,Brazil,State of Minas Gerais,,2020-03-21,-60,-14,-49,-46,-28,15
BR,Brazil,State of Minas Gerais,,2020-03-22,-70,-32,-59,-57,-34,16
BR,Brazil,State of Minas Gerais,,2020-03-23,-61,-26,-48,-53,-38,19
BR,Brazil,State of Minas Gerais,,2020-03-24,-65,-31,-50,-56,-46,20
BR,Brazil,State of Minas Gerais,,2020-03-25,-64,-31,-47,-56,-47,21
BR,Brazil,State of Minas Gerais,,2020-03-26,-62,-27,-44,-56,-45,21
BR,Brazil,State of Minas Gerais,,2020-03-27,-61,-22,-44,-54,-43,21
BR,Brazil,State of Minas Gerais,,2020-03-28,-66,-24,-44,-54,-38,17
BR,Brazil,State of Minas Gerais,,2020-03-29,-66,-29,-46,-57,-30,15
BR,Brazil,State of Minas Gerais,,2020-03-30,-56,-26,-41,-52,-38,18
BR,Brazil,State of Minas Gerais,,2020-03-31,-54,-19,-40,-50,-40,17
BR,Brazil,State of Minas Gerais,,2020-04-01,-54,-19,-40,-50,-40,18
BR,Brazil,State of Minas Gerais,,2020-04-02,-52,-15,-38,-49,-38,18
BR,Brazil,State of Minas Gerais,,2020-04-03,-54,-11,-39,-48,-36,18
BR,Brazil,State of Minas Gerais,,2020-04-04,-58,-10,-38,-47,-31,15
BR,Brazil,State of Minas Gerais,,2020-04-05,-62,-19,-41,-52,-27,13
BR,Brazil,State of Minas Gerais,,2020-04-06,-48,-12,-33,-45,-33,16
BR,Brazil,State of Minas Gerais,,2020-04-07,-46,-7,-33,-44,-35,15
BR,Brazil,State of Minas Gerais,,2020-04-08,-46,-6,-33,-44,-35,16
BR,Brazil,State of Minas Gerais,,2020-04-09,-40,16,-28,-40,-36,14
BR,Brazil,State of Minas Gerais,,2020-04-10,-75,-46,-46,-66,-73,27
BR,Brazil,State of Minas Gerais,,2020-04-11,-54,2,-33,-44,-32,14
BR,Brazil,State of Minas Gerais,,2020-04-12,-61,-17,-42,-50,-22,10
BR,Brazil,State of Minas Gerais,,2020-04-13,-46,-14,-32,-44,-30,15
BR,Brazil,State of Minas Gerais,,2020-04-14,-49,-16,-37,-46,-33,16
BR,Brazil,State of Minas Gerais,,2020-04-15,-49,-14,-36,-45,-33,16
BR,Brazil,State of Minas Gerais,,2020-04-16,-50,-5,-32,-40,-31,17
BR,Brazil,State of Minas Gerais,,2020-04-17,-51,-2,-32,-37,-29,17
BR,Brazil,State of Minas Gerais,,2020-04-18,-59,-9,-35,-42,-24,13
BR,Brazil,State of Minas Gerais,,2020-04-19,-64,-16,-39,-51,-22,12
BR,Brazil,State of Minas Gerais,,2020-04-20,-49,-4,-24,-42,-35,15
BR,Brazil,State of Minas Gerais,,2020-04-21,-71,-37,-37,-61,-65,21
BR,Brazil,State of Minas Gerais,,2020-04-22,-50,-10,-30,-40,-29,14
BR,Brazil,State of Minas Gerais,,2020-04-23,-50,-10,-30,-40,-28,16
BR,Brazil,State of Minas Gerais,,2020-04-24,-51,-6,-32,-39,-25,15
BR,Brazil,State of Minas Gerais,,2020-04-25,-57,-8,-31,-40,-21,13
BR,Brazil,State of Minas Gerais,,2020-04-26,-61,-15,-35,-47,-18,11
BR,Brazil,State of Minas Gerais,,2020-04-27,-49,-14,-28,-39,-24,15
BR,Brazil,State of Minas Gerais,,2020-04-28,-48,-10,-28,-38,-26,11
BR,Brazil,State of Minas Gerais,,2020-04-29,-47,-10,-28,-38,-27,14
BR,Brazil,State of Minas Gerais,,2020-04-30,-39,11,-21,-34,-23,12
BR,Brazil,State of Minas Gerais,,2020-05-01,-68,-30,-32,-58,-63,22
BR,Brazil,State of Minas Gerais,,2020-05-02,-54,-2,-24,-42,-23,12
BR,Brazil,State of Minas Gerais,,2020-05-03,-60,-14,-32,-47,-16,9
BR,Brazil,State of Minas Gerais,,2020-05-04,-43,-5,-25,-38,-21,13
BR,Brazil,State of Minas Gerais,,2020-05-05,-43,-2,-26,-37,-23,13
BR,Brazil,State of Minas Gerais,,2020-05-06,-41,1,-24,-35,-23,14
BR,Brazil,State of Minas Gerais,,2020-05-07,-39,7,-27,-35,-22,14
BR,Brazil,State of Pará,,2020-02-15,0,1,-5,6,5,0
BR,Brazil,State of Pará,,2020-02-16,1,0,-8,1,1,1
BR,Brazil,State of Pará,,2020-02-17,-4,-3,-8,2,15,0
BR,Brazil,State of Pará,,2020-02-18,-3,-3,-10,1,12,0
BR,Brazil,State of Pará,,2020-02-19,-3,-4,-8,-1,11,0
BR,Brazil,State of Pará,,2020-02-20,-7,-5,-16,2,9,1
BR,Brazil,State of Pará,,2020-02-21,-1,4,-6,12,13,0
BR,Brazil,State of Pará,,2020-02-22,-4,4,17,24,0,0
BR,Brazil,State of Pará,,2020-02-23,-2,2,33,-5,0,1
BR,Brazil,State of Pará,,2020-02-24,-8,-7,53,-19,-35,6
BR,Brazil,State of Pará,,2020-02-25,-28,-30,48,-23,-57,8
BR,Brazil,State of Pará,,2020-02-26,-22,-17,-9,-2,-27,5
BR,Brazil,State of Pará,,2020-02-27,-8,0,-11,1,8,1
BR,Brazil,State of Pará,,2020-02-28,-8,1,-21,-6,11,2
BR,Brazil,State of Pará,,2020-02-29,-3,7,-12,-1,6,2
BR,Brazil,State of Pará,,2020-03-01,-4,6,-6,-3,3,3
BR,Brazil,State of Pará,,2020-03-02,-2,4,-9,2,18,0
BR,Brazil,State of Pará,,2020-03-03,-4,2,-14,-1,13,0
BR,Brazil,State of Pará,,2020-03-04,1,5,-5,1,13,0
BR,Brazil,State of Pará,,2020-03-05,3,8,-2,5,13,0
BR,Brazil,State of Pará,,2020-03-06,4,8,-12,5,17,0
BR,Brazil,State of Pará,,2020-03-07,-4,5,-18,4,4,3
BR,Brazil,State of Pará,,2020-03-08,8,12,-14,-4,6,2
BR,Brazil,State of Pará,,2020-03-09,-3,-1,-14,-4,11,3
BR,Brazil,State of Pará,,2020-03-10,3,7,-7,3,16,-2
BR,Brazil,State of Pará,,2020-03-11,-3,-2,-11,-5,13,0
BR,Brazil,State of Pará,,2020-03-12,-7,-2,-17,1,13,1
BR,Brazil,State of Pará,,2020-03-13,0,3,-15,4,16,0
BR,Brazil,State of Pará,,2020-03-14,-5,3,-21,-1,6,2
BR,Brazil,State of Pará,,2020-03-15,-13,-1,-32,-14,1,4
BR,Brazil,State of Pará,,2020-03-16,-3,6,-8,-2,19,-1
BR,Brazil,State of Pará,,2020-03-17,-7,7,-11,-4,12,0
BR,Brazil,State of Pará,,2020-03-18,-13,8,-16,-7,1,4
BR,Brazil,State of Pará,,2020-03-19,-25,4,-26,-12,-10,8
BR,Brazil,State of Pará,,2020-03-20,-30,6,-34,-18,-11,10
BR,Brazil,State of Pará,,2020-03-21,-52,-7,-48,-26,-16,12
BR,Brazil,State of Pará,,2020-03-22,-64,-22,-59,-50,-21,13
BR,Brazil,State of Pará,,2020-03-23,-52,-17,-42,-46,-27,15
BR,Brazil,State of Pará,,2020-03-24,-57,-24,-46,-53,-36,15
BR,Brazil,State of Pará,,2020-03-25,-56,-23,-43,-56,-37,16
BR,Brazil,State of Pará,,2020-03-26,-55,-22,-43,-52,-37,15
BR,Brazil,State of Pará,,2020-03-27,-55,-19,-47,-53,-34,16
BR,Brazil,State of Pará,,2020-03-28,-58,-22,-49,-55,-26,13
BR,Brazil,State of Pará,,2020-03-29,-61,-25,-53,-64,-19,12
BR,Brazil,State of Pará,,2020-03-30,-49,-20,-41,-53,-29,14
BR,Brazil,State of Pará,,2020-03-31,-46,-15,-41,-50,-30,13
BR,Brazil,State of Pará,,2020-04-01,-44,-10,-36,-47,-30,13
BR,Brazil,State of Pará,,2020-04-02,-44,-9,-35,-46,-29,14
BR,Brazil,State of Pará,,2020-04-03,-46,-7,-42,-48,-27,16
BR,Brazil,State of Pará,,2020-04-04,-51,-8,-45,-48,-20,12
BR,Brazil,State of Pará,,2020-04-05,-58,-16,-53,-62,-18,12
BR,Brazil,State of Pará,,2020-04-06,-41,-7,-33,-48,-25,12
BR,Brazil,State of Pará,,2020-04-07,-41,-5,-33,-44,-28,11
BR,Brazil,State of Pará,,2020-04-08,-42,-5,-35,-49,-29,12
BR,Brazil,State of Pará,,2020-04-09,-40,7,-31,-48,-32,11
BR,Brazil,State of Pará,,2020-04-10,-72,-50,-56,-80,-67,23
BR,Brazil,State of Pará,,2020-04-11,-50,-7,-49,-57,-25,14
BR,Brazil,State of Pará,,2020-04-12,-60,-20,-59,-69,-19,12
BR,Brazil,State of Pará,,2020-04-13,-45,-15,-38,-58,-26,14
BR,Brazil,State of Pará,,2020-04-14,-52,-23,-47,-52,-32,16
BR,Brazil,State of Pará,,2020-04-15,-46,-12,-36,-49,-30,15
BR,Brazil,State of Pará,,2020-04-16,-45,-11,-34,-46,-30,15
BR,Brazil,State of Pará,,2020-04-17,-52,-16,-48,-57,-32,20
BR,Brazil,State of Pará,,2020-04-18,-54,-10,-47,-58,-21,14
BR,Brazil,State of Pará,,2020-04-19,-62,-21,-57,-70,-20,14
BR,Brazil,State of Pará,,2020-04-20,-46,-9,-36,-59,-33,15
BR,Brazil,State of Pará,,2020-04-21,-67,-36,-47,-71,-60,21
BR,Brazil,State of Pará,,2020-04-22,-48,-10,-37,-56,-32,14
BR,Brazil,State of Pará,,2020-04-23,-49,-11,-38,-47,-32,15
BR,Brazil,State of Pará,,2020-04-24,-53,-13,-48,-53,-31,17
BR,Brazil,State of Pará,,2020-04-25,-56,-12,-48,-54,-22,14
BR,Brazil,State of Pará,,2020-04-26,-64,-20,-58,-67,-21,15
BR,Brazil,State of Pará,,2020-04-27,-49,-10,-36,-54,-30,17
BR,Brazil,State of Pará,,2020-04-28,-50,-7,-36,-52,-34,13
BR,Brazil,State of Pará,,2020-04-29,-50,-7,-37,-48,-35,16
BR,Brazil,State of Pará,,2020-04-30,-49,2,-36,-48,-36,16
BR,Brazil,State of Pará,,2020-05-01,-71,-39,-56,-74,-62,26
BR,Brazil,State of Pará,,2020-05-02,-58,-6,-50,-57,-28,16
BR,Brazil,State of Pará,,2020-05-03,-66,-20,-59,-69,-23,15
BR,Brazil,State of Pará,,2020-05-04,-50,-6,-37,-53,-32,15
BR,Brazil,State of Pará,,2020-05-05,-48,1,-36,-42,-35,14
BR,Brazil,State of Pará,,2020-05-06,-46,5,-31,-38,-35,15
BR,Brazil,State of Pará,,2020-05-07,-53,-6,-40,-51,-38,17
BR,Brazil,State of Paraíba,,2020-02-15,2,4,-20,6,4,1
BR,Brazil,State of Paraíba,,2020-02-16,-7,4,-26,9,-1,3
BR,Brazil,State of Paraíba,,2020-02-17,-7,-2,-13,7,17,-1
BR,Brazil,State of Paraíba,,2020-02-18,-3,-3,-16,0,16,-1
BR,Brazil,State of Paraíba,,2020-02-19,-4,-2,-14,3,14,-1
BR,Brazil,State of Paraíba,,2020-02-20,-4,0,-22,3,11,0
BR,Brazil,State of Paraíba,,2020-02-21,0,9,-20,6,14,-1
BR,Brazil,State of Paraíba,,2020-02-22,-3,8,-11,-2,-5,0
BR,Brazil,State of Paraíba,,2020-02-23,-6,3,0,-19,-7,2
BR,Brazil,State of Paraíba,,2020-02-24,-23,-20,61,-38,-52,7
BR,Brazil,State of Paraíba,,2020-02-25,-26,-39,76,-34,-60,4
BR,Brazil,State of Paraíba,,2020-02-26,-19,-13,-5,-13,-23,3
BR,Brazil,State of Paraíba,,2020-02-27,-9,-1,-17,-3,12,0
BR,Brazil,State of Paraíba,,2020-02-28,-7,4,-26,-6,15,1
BR,Brazil,State of Paraíba,,2020-02-29,-2,8,-26,-4,2,3
BR,Brazil,State of Paraíba,,2020-03-01,-17,3,-42,-14,-5,6
BR,Brazil,State of Paraíba,,2020-03-02,-7,3,-30,-2,20,-1
BR,Brazil,State of Paraíba,,2020-03-03,-4,3,-21,-1,17,-1
BR,Brazil,State of Paraíba,,2020-03-04,-4,1,-21,0,16,-1
BR,Brazil,State of Paraíba,,2020-03-05,-2,4,-14,1,18,-2
BR,Brazil,State of Paraíba,,2020-03-06,1,7,-20,1,19,-1
BR,Brazil,State of Paraíba,,2020-03-07,6,10,-26,-1,3,2
BR,Brazil,State of Paraíba,,2020-03-08,3,7,-22,-2,1,3
BR,Brazil,State of Paraíba,,2020-03-09,-6,2,-23,-2,20,-1
BR,Brazil,State of Paraíba,,2020-03-10,-1,2,-16,1,19,-2
BR,Brazil,State of Paraíba,,2020-03-11,-5,-2,-17,-1,17,-1
BR,Brazil,State of Paraíba,,2020-03-12,-9,-4,-25,-3,16,-1
BR,Brazil,State of Paraíba,,2020-03-13,-8,1,-30,-2,18,0
BR,Brazil,State of Paraíba,,2020-03-14,-4,4,-30,-3,3,2
BR,Brazil,State of Paraíba,,2020-03-15,-17,1,-40,-11,-2,5
BR,Brazil,State of Paraíba,,2020-03-16,-14,1,-32,-4,18,0
BR,Brazil,State of Paraíba,,2020-03-17,-15,7,-25,-9,12,1
BR,Brazil,State of Paraíba,,2020-03-18,-24,2,-30,-16,-6,6
BR,Brazil,State of Paraíba,,2020-03-19,-31,-1,-32,-24,-13,8
BR,Brazil,State of Paraíba,,2020-03-20,-44,5,-47,-29,-18,11
BR,Brazil,State of Paraíba,,2020-03-21,-60,-8,-65,-43,-26,13
BR,Brazil,State of Paraíba,,2020-03-22,-77,-32,-76,-58,-35,18
BR,Brazil,State of Paraíba,,2020-03-23,-75,-32,-66,-64,-47,19
BR,Brazil,State of Paraíba,,2020-03-24,-75,-37,-60,-64,-53,19
BR,Brazil,State of Paraíba,,2020-03-25,-75,-37,-60,-66,-55,20
BR,Brazil,State of Paraíba,,2020-03-26,-73,-33,-56,-61,-53,19
BR,Brazil,State of Paraíba,,2020-03-27,-72,-31,-61,-65,-49,20
BR,Brazil,State of Paraíba,,2020-03-28,-72,-29,-67,-61,-40,17
BR,Brazil,State of Paraíba,,2020-03-29,-76,-36,-73,-64,-33,17
BR,Brazil,State of Paraíba,,2020-03-30,-68,-28,-62,-64,-46,18
BR,Brazil,State of Paraíba,,2020-03-31,-63,-21,-54,-61,-46,16
BR,Brazil,State of Paraíba,,2020-04-01,-63,-20,-52,-60,-46,17
BR,Brazil,State of Paraíba,,2020-04-02,-64,-19,-53,-61,-45,17
BR,Brazil,State of Paraíba,,2020-04-03,-64,-15,-59,-58,-42,18
BR,Brazil,State of Paraíba,,2020-04-04,-66,-15,-66,-58,-35,15
BR,Brazil,State of Paraíba,,2020-04-05,-72,-28,-70,-60,-29,16
BR,Brazil,State of Paraíba,,2020-04-06,-62,-17,-56,-60,-40,16
BR,Brazil,State of Paraíba,,2020-04-07,-59,-13,-49,-59,-41,15
BR,Brazil,State of Paraíba,,2020-04-08,-59,-9,-46,-57,-42,15
BR,Brazil,State of Paraíba,,2020-04-09,-58,-2,-44,-57,-45,15
BR,Brazil,State of Paraíba,,2020-04-10,-78,-47,-60,-68,-66,22
BR,Brazil,State of Paraíba,,2020-04-11,-63,-11,-63,-57,-35,15
BR,Brazil,State of Paraíba,,2020-04-12,-70,-24,-68,-58,-24,14
BR,Brazil,State of Paraíba,,2020-04-13,-61,-22,-55,-59,-38,16
BR,Brazil,State of Paraíba,,2020-04-14,-60,-22,-50,-60,-40,16
BR,Brazil,State of Paraíba,,2020-04-15,-62,-23,-52,-59,-41,17
BR,Brazil,State of Paraíba,,2020-04-16,-67,-20,-56,-61,-41,17
BR,Brazil,State of Paraíba,,2020-04-17,-66,-13,-57,-57,-37,17
BR,Brazil,State of Paraíba,,2020-04-18,-70,-15,-66,-54,-29,14
BR,Brazil,State of Paraíba,,2020-04-19,-77,-27,-73,-60,-24,15
BR,Brazil,State of Paraíba,,2020-04-20,-67,-16,-58,-57,-37,15
BR,Brazil,State of Paraíba,,2020-04-21,-78,-42,-62,-69,-60,20
BR,Brazil,State of Paraíba,,2020-04-22,-66,-19,-54,-58,-37,15
BR,Brazil,State of Paraíba,,2020-04-23,-66,-20,-53,-59,-37,15
BR,Brazil,State of Paraíba,,2020-04-24,-68,-19,-60,-59,-35,17
BR,Brazil,State of Paraíba,,2020-04-25,-69,-17,-66,-55,-27,14
BR,Brazil,State of Paraíba,,2020-04-26,-76,-25,-71,-60,-23,15
BR,Brazil,State of Paraíba,,2020-04-27,-69,-23,-62,-59,-35,16
BR,Brazil,State of Paraíba,,2020-04-28,-64,-17,-53,-56,-36,12
BR,Brazil,State of Paraíba,,2020-04-29,-64,-16,-52,-54,-36,15
BR,Brazil,State of Paraíba,,2020-04-30,-61,-3,-51,-53,-36,14
BR,Brazil,State of Paraíba,,2020-05-01,-77,-33,-61,-65,-59,21
BR,Brazil,State of Paraíba,,2020-05-02,-66,-7,-65,-53,-27,14
BR,Brazil,State of Paraíba,,2020-05-03,-75,-21,-71,-57,-22,15
BR,Brazil,State of Paraíba,,2020-05-04,-64,-11,-59,-56,-32,15
BR,Brazil,State of Paraíba,,2020-05-05,-63,-10,-57,-56,-35,15
BR,Brazil,State of Paraíba,,2020-05-06,-61,-7,-54,-51,-34,15
BR,Brazil,State of Paraíba,,2020-05-07,-61,-3,-52,-51,-35,15
BR,Brazil,State of Paraná,,2020-02-15,5,5,-4,7,6,0
BR,Brazil,State of Paraná,,2020-02-16,2,5,-12,5,0,1
BR,Brazil,State of Paraná,,2020-02-17,-5,-2,-19,8,21,-1
BR,Brazil,State of Paraná,,2020-02-18,-5,-3,-13,10,19,-2
BR,Brazil,State of Paraná,,2020-02-19,-5,-2,-7,8,19,-1
BR,Brazil,State of Paraná,,2020-02-20,6,8,4,15,20,-3
BR,Brazil,State of Paraná,,2020-02-21,1,8,-10,19,20,-3
BR,Brazil,State of Paraná,,2020-02-22,-2,7,11,10,-1,0
BR,Brazil,State of Paraná,,2020-02-23,6,8,40,5,-1,0
BR,Brazil,State of Paraná,,2020-02-24,-13,0,57,-26,-39,7
BR,Brazil,State of Paraná,,2020-02-25,-44,-32,10,-38,-63,12
BR,Brazil,State of Paraná,,2020-02-26,-19,-7,-20,-12,-8,6
BR,Brazil,State of Paraná,,2020-02-27,0,4,3,11,19,-2
BR,Brazil,State of Paraná,,2020-02-28,0,3,-11,10,22,-1
BR,Brazil,State of Paraná,,2020-02-29,1,6,-14,2,7,2
BR,Brazil,State of Paraná,,2020-03-01,-4,8,-25,-2,2,3
BR,Brazil,State of Paraná,,2020-03-02,-6,-2,-31,7,23,-1
BR,Brazil,State of Paraná,,2020-03-03,-4,-1,-18,10,21,-2
BR,Brazil,State of Paraná,,2020-03-04,-1,0,-3,11,22,-2
BR,Brazil,State of Paraná,,2020-03-05,5,6,1,15,22,-3
BR,Brazil,State of Paraná,,2020-03-06,7,11,-9,17,24,-3
BR,Brazil,State of Paraná,,2020-03-07,13,14,-6,11,8,-1
BR,Brazil,State of Paraná,,2020-03-08,15,14,-8,9,4,0
BR,Brazil,State of Paraná,,2020-03-09,0,2,-17,12,24,-2
BR,Brazil,State of Paraná,,2020-03-10,0,2,-8,14,22,-3
BR,Brazil,State of Paraná,,2020-03-11,0,2,3,14,22,-2
BR,Brazil,State of Paraná,,2020-03-12,4,6,5,15,22,-3
BR,Brazil,State of Paraná,,2020-03-13,2,5,-10,15,23,-3
BR,Brazil,State of Paraná,,2020-03-14,4,8,-2,7,7,0
BR,Brazil,State of Paraná,,2020-03-15,1,10,-7,3,2,1
BR,Brazil,State of Paraná,,2020-03-16,-11,5,-29,2,21,0
BR,Brazil,State of Paraná,,2020-03-17,-16,11,-24,-3,14,1
BR,Brazil,State of Paraná,,2020-03-18,-26,8,-31,-16,4,6
BR,Brazil,State of Paraná,,2020-03-19,-28,8,-30,-22,-6,8
BR,Brazil,State of Paraná,,2020-03-20,-45,1,-45,-32,-15,13
BR,Brazil,State of Paraná,,2020-03-21,-65,-16,-63,-49,-30,17
BR,Brazil,State of Paraná,,2020-03-22,-76,-41,-74,-62,-36,18
BR,Brazil,State of Paraná,,2020-03-23,-68,-29,-61,-60,-40,21
BR,Brazil,State of Paraná,,2020-03-24,-72,-35,-60,-63,-48,22
BR,Brazil,State of Paraná,,2020-03-25,-71,-33,-53,-63,-49,23
BR,Brazil,State of Paraná,,2020-03-26,-68,-29,-49,-62,-48,22
BR,Brazil,State of Paraná,,2020-03-27,-69,-28,-56,-61,-46,23
BR,Brazil,State of Paraná,,2020-03-28,-72,-26,-59,-59,-42,19
BR,Brazil,State of Paraná,,2020-03-29,-75,-42,-70,-64,-34,17
BR,Brazil,State of Paraná,,2020-03-30,-62,-27,-56,-59,-41,20
BR,Brazil,State of Paraná,,2020-03-31,-61,-21,-50,-57,-43,19
BR,Brazil,State of Paraná,,2020-04-01,-60,-17,-42,-57,-41,19
BR,Brazil,State of Paraná,,2020-04-02,-58,-17,-43,-56,-42,19
BR,Brazil,State of Paraná,,2020-04-03,-60,-14,-50,-54,-39,20
BR,Brazil,State of Paraná,,2020-04-04,-63,-12,-54,-52,-34,16
BR,Brazil,State of Paraná,,2020-04-05,-68,-29,-61,-56,-29,14
BR,Brazil,State of Paraná,,2020-04-06,-55,-19,-58,-54,-34,18
BR,Brazil,State of Paraná,,2020-04-07,-49,-6,-48,-49,-35,16
BR,Brazil,State of Paraná,,2020-04-08,-48,-4,-37,-48,-33,16
BR,Brazil,State of Paraná,,2020-04-09,-41,15,-32,-44,-34,13
BR,Brazil,State of Paraná,,2020-04-10,-77,-40,-55,-70,-75,29
BR,Brazil,State of Paraná,,2020-04-11,-54,9,-51,-46,-33,15
BR,Brazil,State of Paraná,,2020-04-12,-69,-50,-61,-52,-22,10
BR,Brazil,State of Paraná,,2020-04-13,-48,-18,-50,-49,-28,16
BR,Brazil,State of Paraná,,2020-04-14,-50,-19,-49,-49,-31,16
BR,Brazil,State of Paraná,,2020-04-15,-49,-14,-38,-47,-29,17
BR,Brazil,State of Paraná,,2020-04-16,-45,-11,-34,-45,-29,16
BR,Brazil,State of Paraná,,2020-04-17,-48,-11,-44,-43,-26,17
BR,Brazil,State of Paraná,,2020-04-18,-55,-11,-52,-46,-22,14
BR,Brazil,State of Paraná,,2020-04-19,-65,-30,-59,-53,-22,13
BR,Brazil,State of Paraná,,2020-04-20,-42,-5,-42,-46,-30,15
BR,Brazil,State of Paraná,,2020-04-21,-69,-40,-38,-66,-67,23
BR,Brazil,State of Paraná,,2020-04-22,-43,-11,-32,-43,-23,14
BR,Brazil,State of Paraná,,2020-04-23,-41,-11,-31,-42,-23,14
BR,Brazil,State of Paraná,,2020-04-24,-45,-12,-41,-42,-21,15
BR,Brazil,State of Paraná,,2020-04-25,-49,-8,-43,-41,-17,12
BR,Brazil,State of Paraná,,2020-04-26,-59,-23,-51,-48,-17,11
